top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,steph_team_score,opponent_team_score,opponent,team,season,color
54,46,17-Mar-23,1st Qtr,7:01,TRUE,2,19,TRUE,21,11,ATL,GSW,2023,green
69,249,17-Mar-23,1st Qtr,5:36,TRUE,2,2,TRUE,25,19,ATL,GSW,2023,green
133,112,17-Mar-23,1st Qtr,4:32,FALSE,2,15,TRUE,25,21,ATL,GSW,2023,red
176,18,17-Mar-23,2nd Qtr,10:42,FALSE,3,25,FALSE,35,41,ATL,GSW,2023,red
310,261,17-Mar-23,2nd Qtr,9:55,FALSE,3,26,FALSE,37,42,ATL,GSW,2023,red
63,247,17-Mar-23,2nd Qtr,8:43,TRUE,2,1,FALSE,43,47,ATL,GSW,2023,green
216,435,17-Mar-23,2nd Qtr,7:27,FALSE,3,26,FALSE,43,52,ATL,GSW,2023,red
316,219,17-Mar-23,2nd Qtr,7:09,TRUE,3,27,FALSE,46,52,ATL,GSW,2023,green
87,231,17-Mar-23,2nd Qtr,5:02,TRUE,2,4,FALSE,52,59,ATL,GSW,2023,green
316,240,17-Mar-23,2nd Qtr,0:36,FALSE,3,27,FALSE,64,67,ATL,GSW,2023,red
66,234,17-Mar-23,2nd Qtr,0:06,FALSE,2,2,FALSE,64,69,ATL,GSW,2023,red
294,285,17-Mar-23,3rd Qtr,10:03,FALSE,3,25,FALSE,71,76,ATL,GSW,2023,red
51,232,17-Mar-23,3rd Qtr,9:34,FALSE,2,1,FALSE,71,78,ATL,GSW,2023,red
61,241,17-Mar-23,3rd Qtr,8:41,FALSE,2,1,FALSE,73,83,ATL,GSW,2023,red
303,269,17-Mar-23,3rd Qtr,6:21,TRUE,3,25,FALSE,80,89,ATL,GSW,2023,green
49,254,17-Mar-23,3rd Qtr,6:00,TRUE,2,1,FALSE,82,90,ATL,GSW,2023,green
52,238,17-Mar-23,3rd Qtr,4:11,FALSE,2,0,FALSE,84,93,ATL,GSW,2023,red
54,9,17-Mar-23,4th Qtr,7:58,TRUE,3,23,FALSE,106,112,ATL,GSW,2023,green
282,137,17-Mar-23,4th Qtr,6:42,TRUE,3,25,FALSE,111,114,ATL,GSW,2023,green
113,252,17-Mar-23,4th Qtr,4:12,TRUE,2,6,FALSE,117,119,ATL,GSW,2023,green
258,100,17-Mar-23,4th Qtr,2:59,FALSE,3,25,FALSE,117,120,ATL,GSW,2023,red
85,251,17-Mar-23,4th Qtr,2:33,FALSE,2,4,FALSE,117,120,ATL,GSW,2023,red
49,244,17-Mar-23,4th Qtr,2:12,TRUE,2,0,FALSE,119,120,ATL,GSW,2023,green
280,379,17-Mar-23,4th Qtr,1:01,FALSE,3,27,FALSE,119,121,ATL,GSW,2023,red
311,356,17-Mar-23,4th Qtr,0:21,FALSE,3,29,FALSE,119,127,ATL,GSW,2023,red
98,219,18-Mar-23,1st Qtr,9:30,FALSE,2,5,FALSE,4,9,MEM,GSW,2023,red
277,358,18-Mar-23,1st Qtr,5:19,FALSE,3,26,FALSE,14,20,MEM,GSW,2023,red
68,238,18-Mar-23,2nd Qtr,11:47,TRUE,2,2,FALSE,25,33,MEM,GSW,2023,green
292,217,18-Mar-23,2nd Qtr,10:12,TRUE,3,24,FALSE,28,35,MEM,GSW,2023,green
295,188,18-Mar-23,2nd Qtr,8:02,FALSE,3,25,FALSE,35,41,MEM,GSW,2023,red
305,257,18-Mar-23,3rd Qtr,8:53,TRUE,3,26,FALSE,69,77,MEM,GSW,2023,green
176,305,18-Mar-23,3rd Qtr,7:33,FALSE,2,14,FALSE,73,80,MEM,GSW,2023,red
61,259,18-Mar-23,3rd Qtr,6:33,FALSE,2,2,FALSE,76,83,MEM,GSW,2023,red
294,369,18-Mar-23,3rd Qtr,6:16,FALSE,3,28,FALSE,76,86,MEM,GSW,2023,red
204,358,18-Mar-23,3rd Qtr,5:45,FALSE,2,19,FALSE,76,88,MEM,GSW,2023,red
54,253,18-Mar-23,4th Qtr,9:41,TRUE,2,1,FALSE,106,108,MEM,GSW,2023,green
58,245,18-Mar-23,4th Qtr,9:16,FALSE,2,1,FALSE,106,108,MEM,GSW,2023,red
283,137,18-Mar-23,4th Qtr,7:38,TRUE,3,25,FALSE,109,115,MEM,GSW,2023,green
278,359,18-Mar-23,4th Qtr,7:02,FALSE,3,26,FALSE,109,117,MEM,GSW,2023,red
61,4,20-Mar-23,1st Qtr,8:02,FALSE,3,24,TRUE,9,6,HOU,GSW,2023,red
326,228,20-Mar-23,1st Qtr,6:32,FALSE,3,28,FALSE,9,10,HOU,GSW,2023,red
102,244,20-Mar-23,1st Qtr,4:51,FALSE,2,5,FALSE,13,14,HOU,GSW,2023,red
111,7,20-Mar-23,2nd Qtr,8:53,TRUE,3,24,TRUE,31,27,HOU,GSW,2023,green
246,409,20-Mar-23,2nd Qtr,8:20,FALSE,3,26,TRUE,31,27,HOU,GSW,2023,red
79,243,20-Mar-23,2nd Qtr,7:32,FALSE,2,3,TRUE,33,30,HOU,GSW,2023,red
62,250,20-Mar-23,2nd Qtr,6:24,TRUE,2,2,FALSE,35,35,HOU,GSW,2023,green
358,93,20-Mar-23,2nd Qtr,4:33,TRUE,3,34,TRUE,44,40,HOU,GSW,2023,green
253,411,20-Mar-23,2nd Qtr,3:39,FALSE,3,27,TRUE,44,40,HOU,GSW,2023,red
218,42,20-Mar-23,2nd Qtr,2:02,TRUE,3,26,TRUE,52,44,HOU,GSW,2023,green
61,258,20-Mar-23,2nd Qtr,0:47,TRUE,2,2,TRUE,55,48,HOU,GSW,2023,green
72,243,20-Mar-23,2nd Qtr,0:05,FALSE,2,2,TRUE,55,50,HOU,GSW,2023,red
228,411,20-Mar-23,3rd Qtr,10:59,FALSE,3,25,TRUE,57,50,HOU,GSW,2023,red
59,256,20-Mar-23,3rd Qtr,8:31,TRUE,2,2,TRUE,60,58,HOU,GSW,2023,green
169,457,20-Mar-23,3rd Qtr,7:49,FALSE,3,25,TRUE,60,59,HOU,GSW,2023,red
233,80,20-Mar-23,3rd Qtr,6:34,FALSE,3,24,FALSE,64,64,HOU,GSW,2023,red
52,232,20-Mar-23,4th Qtr,11:45,TRUE,2,1,TRUE,86,80,HOU,GSW,2023,green
68,270,20-Mar-23,4th Qtr,10:48,TRUE,2,3,TRUE,90,84,HOU,GSW,2023,green
158,468,20-Mar-23,4th Qtr,10:08,TRUE,3,25,TRUE,93,87,HOU,GSW,2023,green
323,378,20-Mar-23,4th Qtr,4:00,FALSE,3,31,TRUE,111,95,HOU,GSW,2023,red
304,263,20-Mar-23,4th Qtr,2:56,FALSE,3,26,TRUE,111,101,HOU,GSW,2023,red
170,463,20-Mar-23,4th Qtr,2:18,FALSE,3,25,TRUE,113,101,HOU,GSW,2023,red
277,74,20-Mar-23,4th Qtr,0:32,TRUE,3,28,TRUE,121,108,HOU,GSW,2023,green
59,228,22-Mar-23,1st Qtr,3:33,TRUE,2,1,FALSE,21,22,DAL,GSW,2023,green
213,281,22-Mar-23,2nd Qtr,8:36,TRUE,2,17,FALSE,38,40,DAL,GSW,2023,green
302,146,22-Mar-23,2nd Qtr,7:59,FALSE,3,27,FALSE,38,41,DAL,GSW,2023,red
205,170,22-Mar-23,2nd Qtr,3:55,TRUE,2,17,TRUE,51,50,DAL,GSW,2023,green
294,289,22-Mar-23,2nd Qtr,3:33,FALSE,3,25,FALSE,51,51,DAL,GSW,2023,red
282,345,22-Mar-23,2nd Qtr,0:55,TRUE,3,25,TRUE,62,61,DAL,GSW,2023,green
269,98,22-Mar-23,2nd Qtr,0:33,FALSE,3,26,TRUE,62,61,DAL,GSW,2023,red
72,207,22-Mar-23,3rd Qtr,9:41,FALSE,2,4,TRUE,70,68,DAL,GSW,2023,red
174,455,22-Mar-23,3rd Qtr,9:38,FALSE,3,25,TRUE,70,68,DAL,GSW,2023,red
149,288,22-Mar-23,3rd Qtr,7:28,TRUE,2,11,TRUE,77,68,DAL,GSW,2023,green
62,230,22-Mar-23,3rd Qtr,6:39,TRUE,2,2,TRUE,79,73,DAL,GSW,2023,green
74,283,22-Mar-23,3rd Qtr,5:31,FALSE,2,5,TRUE,79,76,DAL,GSW,2023,red
54,232,22-Mar-23,3rd Qtr,5:09,FALSE,2,1,TRUE,79,76,DAL,GSW,2023,red
108,259,22-Mar-23,4th Qtr,9:59,TRUE,2,6,TRUE,100,96,DAL,GSW,2023,green
194,452,22-Mar-23,4th Qtr,9:27,TRUE,3,26,TRUE,103,100,DAL,GSW,2023,green
138,475,22-Mar-23,4th Qtr,8:46,FALSE,3,25,FALSE,103,103,DAL,GSW,2023,red
228,62,22-Mar-23,4th Qtr,5:01,FALSE,3,25,FALSE,113,113,DAL,GSW,2023,red
56,256,22-Mar-23,4th Qtr,0:08,TRUE,2,2,TRUE,125,122,DAL,GSW,2023,green
218,30,24-Mar-23,1st Qtr,11:18,FALSE,3,27,FALSE,0,2,PHI,GSW,2023,red
74,265,24-Mar-23,1st Qtr,10:31,TRUE,2,3,TRUE,5,4,PHI,GSW,2023,green
72,201,24-Mar-23,1st Qtr,6:45,TRUE,2,4,TRUE,13,9,PHI,GSW,2023,green
172,356,24-Mar-23,1st Qtr,5:43,FALSE,2,17,TRUE,13,11,PHI,GSW,2023,red
64,260,24-Mar-23,1st Qtr,3:56,TRUE,2,2,TRUE,18,17,PHI,GSW,2023,green
310,354,24-Mar-23,2nd Qtr,10:37,TRUE,3,28,FALSE,26,27,PHI,GSW,2023,green
82,472,24-Mar-23,2nd Qtr,0:47,FALSE,3,23,FALSE,53,53,PHI,GSW,2023,red
78,277,24-Mar-23,3rd Qtr,11:32,TRUE,2,5,TRUE,57,53,PHI,GSW,2023,green
288,376,24-Mar-23,3rd Qtr,10:57,FALSE,3,27,TRUE,57,53,PHI,GSW,2023,red
295,392,24-Mar-23,3rd Qtr,10:51,FALSE,3,29,TRUE,57,53,PHI,GSW,2023,red
103,249,24-Mar-23,3rd Qtr,10:30,FALSE,2,5,TRUE,57,56,PHI,GSW,2023,red
277,363,24-Mar-23,3rd Qtr,8:00,TRUE,3,26,FALSE,64,64,PHI,GSW,2023,green
77,298,24-Mar-23,3rd Qtr,4:11,TRUE,2,6,TRUE,74,72,PHI,GSW,2023,green
208,58,24-Mar-23,3rd Qtr,3:44,FALSE,3,24,FALSE,74,74,PHI,GSW,2023,red
61,116,24-Mar-23,4th Qtr,9:56,FALSE,2,12,FALSE,84,93,PHI,GSW,2023,red
236,301,24-Mar-23,4th Qtr,3:22,TRUE,2,20,TRUE,110,108,PHI,GSW,2023,green
74,350,24-Mar-23,4th Qtr,2:20,TRUE,2,11,TRUE,112,110,PHI,GSW,2023,green
170,263,24-Mar-23,4th Qtr,0:47,TRUE,2,12,TRUE,117,110,PHI,GSW,2023,green
51,470,26-Mar-23,1st Qtr,10:17,TRUE,3,23,TRUE,5,2,MIN,GSW,2023,green
231,52,26-Mar-23,1st Qtr,9:47,FALSE,3,26,TRUE,5,2,MIN,GSW,2023,red
209,358,26-Mar-23,2nd Qtr,8:38,FALSE,2,20,FALSE,33,39,MIN,GSW,2023,red
323,276,26-Mar-23,2nd Qtr,8:04,FALSE,3,28,FALSE,33,42,MIN,GSW,2023,red
82,202,26-Mar-23,2nd Qtr,7:34,FALSE,2,5,FALSE,33,45,MIN,GSW,2023,red
56,382,26-Mar-23,2nd Qtr,5:26,TRUE,2,14,FALSE,40,50,MIN,GSW,2023,green
320,307,26-Mar-23,2nd Qtr,4:52,FALSE,3,28,FALSE,40,52,MIN,GSW,2023,red
79,208,26-Mar-23,2nd Qtr,4:28,FALSE,2,4,FALSE,42,52,MIN,GSW,2023,red
140,129,26-Mar-23,2nd Qtr,2:15,TRUE,2,14,FALSE,50,52,MIN,GSW,2023,green
43,2,26-Mar-23,2nd Qtr,1:20,TRUE,3,24,TRUE,55,52,MIN,GSW,2023,green
299,348,26-Mar-23,2nd Qtr,0:40,FALSE,3,27,TRUE,55,53,MIN,GSW,2023,red
264,76,26-Mar-23,2nd Qtr,0:03,FALSE,3,27,TRUE,55,53,MIN,GSW,2023,red
211,36,26-Mar-23,3rd Qtr,10:28,FALSE,3,26,TRUE,57,53,MIN,GSW,2023,red
62,2,26-Mar-23,3rd Qtr,5:35,TRUE,3,24,FALSE,61,61,MIN,GSW,2023,green
75,272,26-Mar-23,3rd Qtr,4:25,TRUE,2,4,FALSE,63,64,MIN,GSW,2023,green
282,394,26-Mar-23,3rd Qtr,3:52,TRUE,3,28,TRUE,66,64,MIN,GSW,2023,green
97,291,26-Mar-23,3rd Qtr,3:21,FALSE,2,7,FALSE,66,67,MIN,GSW,2023,red
316,212,26-Mar-23,3rd Qtr,2:31,FALSE,3,27,FALSE,68,70,MIN,GSW,2023,red
153,112,26-Mar-23,4th Qtr,10:06,TRUE,2,16,FALSE,77,84,MIN,GSW,2023,green
278,388,26-Mar-23,4th Qtr,4:26,FALSE,3,27,FALSE,89,91,MIN,GSW,2023,red
228,254,26-Mar-23,4th Qtr,3:23,FALSE,2,18,FALSE,89,91,MIN,GSW,2023,red
61,301,26-Mar-23,4th Qtr,2:27,FALSE,2,6,TRUE,92,91,MIN,GSW,2023,red
33,12,26-Mar-23,4th Qtr,0:00,FALSE,3,23,FALSE,96,99,MIN,GSW,2023,red
251,415,28-Mar-23,1st Qtr,11:05,TRUE,3,27,TRUE,5,0,NOP,GSW,2023,green
100,258,28-Mar-23,1st Qtr,5:53,FALSE,2,5,TRUE,15,14,NOP,GSW,2023,red
77,273,28-Mar-23,1st Qtr,4:46,TRUE,2,4,TRUE,20,17,NOP,GSW,2023,green
297,371,28-Mar-23,1st Qtr,4:06,TRUE,3,28,TRUE,23,20,NOP,GSW,2023,green
288,433,28-Mar-23,1st Qtr,2:27,FALSE,3,31,FALSE,23,27,NOP,GSW,2023,red
117,254,28-Mar-23,1st Qtr,2:01,FALSE,2,7,FALSE,23,29,NOP,GSW,2023,red
338,207,28-Mar-23,2nd Qtr,10:44,FALSE,3,29,FALSE,27,37,NOP,GSW,2023,red
73,191,28-Mar-23,2nd Qtr,9:00,TRUE,2,5,FALSE,31,41,NOP,GSW,2023,green
116,273,28-Mar-23,2nd Qtr,8:15,FALSE,2,7,FALSE,32,43,NOP,GSW,2023,red
223,254,28-Mar-23,2nd Qtr,2:16,TRUE,2,17,FALSE,43,54,NOP,GSW,2023,green
115,473,28-Mar-23,2nd Qtr,0:29,TRUE,3,24,FALSE,46,63,NOP,GSW,2023,green
266,398,28-Mar-23,3rd Qtr,11:42,FALSE,3,27,FALSE,46,63,NOP,GSW,2023,red
276,379,28-Mar-23,3rd Qtr,7:40,FALSE,3,27,FALSE,57,71,NOP,GSW,2023,red
228,438,28-Mar-23,3rd Qtr,5:28,TRUE,3,27,FALSE,68,76,NOP,GSW,2023,green
266,384,28-Mar-23,3rd Qtr,1:44,FALSE,3,26,FALSE,74,85,NOP,GSW,2023,red
330,212,28-Mar-23,3rd Qtr,1:37,TRUE,3,28,FALSE,77,85,NOP,GSW,2023,green
348,132,28-Mar-23,3rd Qtr,0:53,TRUE,3,32,FALSE,80,87,NOP,GSW,2023,green
243,52,28-Mar-23,3rd Qtr,0:24,FALSE,3,27,FALSE,80,89,NOP,GSW,2023,red
266,403,28-Mar-23,3rd Qtr,0:12,TRUE,3,27,FALSE,83,89,NOP,GSW,2023,green
100,250,28-Mar-23,4th Qtr,11:35,TRUE,2,5,FALSE,87,89,NOP,GSW,2023,green
99,236,28-Mar-23,4th Qtr,4:07,FALSE,2,5,TRUE,105,101,NOP,GSW,2023,red
326,299,28-Mar-23,4th Qtr,3:23,TRUE,3,28,TRUE,111,101,NOP,GSW,2023,green
88,258,28-Mar-23,4th Qtr,2:45,TRUE,2,4,TRUE,113,103,NOP,GSW,2023,green
74,294,28-Mar-23,4th Qtr,2:09,TRUE,2,6,TRUE,115,103,NOP,GSW,2023,green
384,263,28-Mar-23,4th Qtr,1:08,FALSE,3,34,TRUE,118,103,NOP,GSW,2023,red
63,192,31-Mar-23,1st Qtr,8:59,TRUE,2,5,FALSE,4,9,SAS,GSW,2023,green
308,391,31-Mar-23,1st Qtr,6:34,FALSE,3,30,FALSE,6,13,SAS,GSW,2023,red
56,192,31-Mar-23,1st Qtr,5:31,FALSE,2,5,FALSE,10,15,SAS,GSW,2023,red
190,98,31-Mar-23,1st Qtr,4:34,TRUE,2,20,FALSE,12,19,SAS,GSW,2023,green
154,197,31-Mar-23,2nd Qtr,10:38,FALSE,2,11,FALSE,25,28,SAS,GSW,2023,red
290,358,31-Mar-23,2nd Qtr,7:53,TRUE,3,27,FALSE,30,32,SAS,GSW,2023,green
278,97,31-Mar-23,2nd Qtr,7:22,TRUE,3,27,FALSE,33,35,SAS,GSW,2023,green
316,328,31-Mar-23,2nd Qtr,7:02,FALSE,3,28,FALSE,34,35,SAS,GSW,2023,red
84,202,31-Mar-23,2nd Qtr,5:17,FALSE,2,5,FALSE,35,39,SAS,GSW,2023,red
36,476,31-Mar-23,2nd Qtr,5:10,TRUE,3,24,FALSE,38,39,SAS,GSW,2023,green
246,434,31-Mar-23,3rd Qtr,10:50,TRUE,3,28,TRUE,57,55,SAS,GSW,2023,green
70,196,31-Mar-23,3rd Qtr,10:26,FALSE,2,5,TRUE,57,55,SAS,GSW,2023,red
125,272,31-Mar-23,3rd Qtr,4:41,FALSE,2,8,FALSE,74,74,SAS,GSW,2023,red
303,264,31-Mar-23,4th Qtr,11:35,TRUE,3,25,TRUE,90,88,SAS,GSW,2023,green
315,205,31-Mar-23,4th Qtr,10:12,TRUE,3,27,TRUE,95,90,SAS,GSW,2023,green
82,316,31-Mar-23,4th Qtr,9:02,FALSE,2,8,TRUE,98,93,SAS,GSW,2023,red
63,293,31-Mar-23,4th Qtr,8:33,TRUE,2,5,TRUE,100,93,SAS,GSW,2023,green
103,263,31-Mar-23,4th Qtr,8:00,TRUE,2,6,TRUE,102,96,SAS,GSW,2023,green
225,454,31-Mar-23,4th Qtr,7:30,FALSE,3,28,TRUE,103,96,SAS,GSW,2023,red
325,277,31-Mar-23,4th Qtr,2:50,TRUE,3,28,TRUE,122,106,SAS,GSW,2023,green
330,278,31-Mar-23,4th Qtr,2:08,FALSE,3,28,TRUE,122,108,SAS,GSW,2023,red
251,408,2-Apr-23,1st Qtr,10:29,FALSE,3,26,FALSE,2,2,DEN,GSW,2023,red
104,232,2-Apr-23,1st Qtr,8:38,FALSE,2,5,TRUE,6,4,DEN,GSW,2023,red
213,393,2-Apr-23,1st Qtr,5:53,FALSE,2,22,TRUE,16,11,DEN,GSW,2023,red
182,328,2-Apr-23,1st Qtr,3:43,FALSE,2,16,TRUE,23,17,DEN,GSW,2023,red
240,341,2-Apr-23,2nd Qtr,11:31,TRUE,2,22,TRUE,38,26,DEN,GSW,2023,green
69,210,2-Apr-23,2nd Qtr,10:10,TRUE,2,4,TRUE,44,31,DEN,GSW,2023,green
363,233,2-Apr-23,2nd Qtr,8:29,FALSE,3,31,TRUE,46,33,DEN,GSW,2023,red
67,271,2-Apr-23,2nd Qtr,7:31,TRUE,2,4,TRUE,48,36,DEN,GSW,2023,green
279,378,2-Apr-23,2nd Qtr,7:09,FALSE,3,27,TRUE,48,39,DEN,GSW,2023,red
99,2,2-Apr-23,2nd Qtr,6:44,FALSE,3,24,TRUE,48,39,DEN,GSW,2023,red
79,187,2-Apr-23,2nd Qtr,5:16,FALSE,2,6,TRUE,52,44,DEN,GSW,2023,red
59,260,2-Apr-23,2nd Qtr,5:06,TRUE,2,2,TRUE,54,44,DEN,GSW,2023,green
59,268,2-Apr-23,2nd Qtr,2:44,TRUE,2,3,TRUE,58,51,DEN,GSW,2023,green
277,57,2-Apr-23,2nd Qtr,1:41,FALSE,3,29,TRUE,59,56,DEN,GSW,2023,red
220,360,2-Apr-23,3rd Qtr,9:53,TRUE,2,21,TRUE,66,61,DEN,GSW,2023,green
333,311,2-Apr-23,3rd Qtr,8:40,TRUE,3,29,TRUE,71,63,DEN,GSW,2023,green
307,388,2-Apr-23,3rd Qtr,7:40,FALSE,3,30,TRUE,71,69,DEN,GSW,2023,red
57,471,2-Apr-23,3rd Qtr,2:19,FALSE,3,23,TRUE,82,81,DEN,GSW,2023,red
68,269,2-Apr-23,3rd Qtr,1:31,FALSE,2,3,FALSE,82,85,DEN,GSW,2023,red
72,267,2-Apr-23,3rd Qtr,0:40,FALSE,2,3,FALSE,84,89,DEN,GSW,2023,red
271,94,2-Apr-23,4th Qtr,11:23,FALSE,3,26,FALSE,87,91,DEN,GSW,2023,red
156,22,2-Apr-23,4th Qtr,11:15,TRUE,3,24,FALSE,90,91,DEN,GSW,2023,green
110,254,2-Apr-23,4th Qtr,10:31,FALSE,2,6,FALSE,90,93,DEN,GSW,2023,red
307,385,2-Apr-23,4th Qtr,9:53,FALSE,3,29,FALSE,90,95,DEN,GSW,2023,red
89,475,2-Apr-23,4th Qtr,9:22,FALSE,3,24,FALSE,90,95,DEN,GSW,2023,red
87,235,2-Apr-23,4th Qtr,2:34,FALSE,2,4,FALSE,101,112,DEN,GSW,2023,red
116,465,2-Apr-23,4th Qtr,2:30,FALSE,3,23,FALSE,101,112,DEN,GSW,2023,red
315,340,2-Apr-23,4th Qtr,0:25,FALSE,3,28,FALSE,107,112,DEN,GSW,2023,red
204,30,4-Apr-23,1st Qtr,10:32,FALSE,3,26,FALSE,0,2,OKC,GSW,2023,red
116,283,4-Apr-23,1st Qtr,8:03,TRUE,2,8,FALSE,7,7,OKC,GSW,2023,green
64,192,4-Apr-23,1st Qtr,7:40,FALSE,2,5,FALSE,7,9,OKC,GSW,2023,red
321,243,4-Apr-23,1st Qtr,7:36,FALSE,3,27,FALSE,7,9,OKC,GSW,2023,red
79,213,4-Apr-23,1st Qtr,5:47,TRUE,2,4,FALSE,13,19,OKC,GSW,2023,green
240,265,4-Apr-23,1st Qtr,4:52,FALSE,2,19,FALSE,15,22,OKC,GSW,2023,red
298,366,4-Apr-23,1st Qtr,2:28,TRUE,3,28,FALSE,29,31,OKC,GSW,2023,green
354,192,4-Apr-23,1st Qtr,1:51,FALSE,3,31,FALSE,29,31,OKC,GSW,2023,red
167,348,4-Apr-23,1st Qtr,1:15,FALSE,2,16,FALSE,31,33,OKC,GSW,2023,red
267,92,4-Apr-23,2nd Qtr,7:23,TRUE,3,26,FALSE,47,50,OKC,GSW,2023,green
325,236,4-Apr-23,2nd Qtr,6:20,TRUE,3,28,FALSE,50,56,OKC,GSW,2023,green
338,278,4-Apr-23,2nd Qtr,5:06,TRUE,3,29,FALSE,55,58,OKC,GSW,2023,green
72,289,4-Apr-23,2nd Qtr,2:47,TRUE,2,5,FALSE,61,67,OKC,GSW,2023,green
313,104,4-Apr-23,2nd Qtr,1:50,FALSE,3,30,FALSE,63,72,OKC,GSW,2023,red
78,213,4-Apr-23,2nd Qtr,1:28,TRUE,2,4,FALSE,65,72,OKC,GSW,2023,green
74,208,4-Apr-23,2nd Qtr,0:25,TRUE,2,4,FALSE,69,76,OKC,GSW,2023,green
84,311,4-Apr-23,3rd Qtr,8:45,FALSE,2,8,FALSE,78,86,OKC,GSW,2023,red
193,470,4-Apr-23,3rd Qtr,8:16,TRUE,3,27,FALSE,84,86,OKC,GSW,2023,green
298,394,4-Apr-23,3rd Qtr,6:44,FALSE,3,29,FALSE,86,90,OKC,GSW,2023,red
103,192,4-Apr-23,3rd Qtr,5:34,FALSE,2,7,FALSE,86,92,OKC,GSW,2023,red
168,387,4-Apr-23,3rd Qtr,3:22,FALSE,2,19,FALSE,93,97,OKC,GSW,2023,red
244,418,4-Apr-23,3rd Qtr,2:48,FALSE,3,26,FALSE,96,99,OKC,GSW,2023,red
94,293,4-Apr-23,3rd Qtr,1:03,FALSE,2,7,FALSE,100,104,OKC,GSW,2023,red
307,272,4-Apr-23,3rd Qtr,0:00,FALSE,3,26,FALSE,102,106,OKC,GSW,2023,red
272,413,4-Apr-23,4th Qtr,6:18,TRUE,3,28,TRUE,118,115,OKC,GSW,2023,green
290,150,7-Apr-23,1st Qtr,8:52,TRUE,3,26,TRUE,8,3,SAC,GSW,2023,green
266,408,7-Apr-23,1st Qtr,8:31,TRUE,3,27,TRUE,11,3,SAC,GSW,2023,green
285,353,7-Apr-23,1st Qtr,7:20,FALSE,3,26,TRUE,13,5,SAC,GSW,2023,red
58,219,7-Apr-23,2nd Qtr,2:57,TRUE,2,2,TRUE,48,37,SAC,GSW,2023,green
180,464,7-Apr-23,2nd Qtr,0:56,FALSE,3,26,TRUE,50,43,SAC,GSW,2023,red
245,72,7-Apr-23,3rd Qtr,9:01,FALSE,3,26,TRUE,62,51,SAC,GSW,2023,red
80,468,7-Apr-23,3rd Qtr,8:36,TRUE,3,23,TRUE,65,53,SAC,GSW,2023,green
66,289,7-Apr-23,3rd Qtr,7:55,TRUE,2,5,TRUE,67,53,SAC,GSW,2023,green
80,281,7-Apr-23,3rd Qtr,7:20,TRUE,2,5,TRUE,69,55,SAC,GSW,2023,green
69,239,7-Apr-23,3rd Qtr,5:50,TRUE,2,2,TRUE,75,55,SAC,GSW,2023,green
226,333,7-Apr-23,3rd Qtr,4:14,FALSE,2,20,TRUE,75,59,SAC,GSW,2023,red
148,359,7-Apr-23,4th Qtr,9:21,FALSE,2,15,TRUE,91,77,SAC,GSW,2023,red
336,236,7-Apr-23,4th Qtr,7:53,FALSE,3,29,TRUE,96,79,SAC,GSW,2023,red
63,219,7-Apr-23,4th Qtr,5:37,TRUE,2,2,TRUE,109,85,SAC,GSW,2023,green
336,353,9-Apr-23,1st Qtr,9:41,FALSE,3,31,TRUE,13,4,POR,GSW,2023,red
280,357,9-Apr-23,1st Qtr,6:33,TRUE,3,26,TRUE,26,16,POR,GSW,2023,green
295,38,9-Apr-23,1st Qtr,5:46,FALSE,3,32,TRUE,28,18,POR,GSW,2023,red
69,273,9-Apr-23,1st Qtr,5:29,TRUE,2,4,TRUE,30,18,POR,GSW,2023,green
180,458,9-Apr-23,1st Qtr,3:34,TRUE,3,25,TRUE,41,23,POR,GSW,2023,green
230,298,9-Apr-23,2nd Qtr,7:02,TRUE,2,19,TRUE,68,36,POR,GSW,2023,green
63,250,9-Apr-23,2nd Qtr,6:19,FALSE,2,2,TRUE,68,38,POR,GSW,2023,red
41,227,9-Apr-23,2nd Qtr,3:27,TRUE,2,2,TRUE,78,44,POR,GSW,2023,green
279,72,9-Apr-23,2nd Qtr,3:02,FALSE,3,28,TRUE,78,46,POR,GSW,2023,red
261,81,9-Apr-23,2nd Qtr,1:28,TRUE,3,26,TRUE,81,48,POR,GSW,2023,green
273,69,9-Apr-23,2nd Qtr,1:03,FALSE,3,28,TRUE,81,48,POR,GSW,2023,red
289,362,9-Apr-23,2nd Qtr,0:32,TRUE,3,27,TRUE,84,50,POR,GSW,2023,green
65,273,9-Apr-23,3rd Qtr,10:48,TRUE,2,4,TRUE,88,57,POR,GSW,2023,green
130,14,9-Apr-23,3rd Qtr,10:00,TRUE,3,24,TRUE,92,59,POR,GSW,2023,green
130,15,9-Apr-23,3rd Qtr,6:27,FALSE,3,24,TRUE,100,64,POR,GSW,2023,red
280,413,15-Apr-23,1st Qtr,10:54,FALSE,3,29,FALSE,0,2,SAC,GSW,2023,red
68,473,15-Apr-23,1st Qtr,7:19,TRUE,3,23,TRUE,15,10,SAC,GSW,2023,green
78,464,15-Apr-23,2nd Qtr,7:59,FALSE,3,23,FALSE,37,38,SAC,GSW,2023,red
221,437,15-Apr-23,2nd Qtr,5:49,TRUE,3,26,TRUE,45,44,SAC,GSW,2023,green
213,314,15-Apr-23,2nd Qtr,4:15,TRUE,2,18,TRUE,50,45,SAC,GSW,2023,green
313,327,15-Apr-23,2nd Qtr,3:48,FALSE,3,28,TRUE,50,47,SAC,GSW,2023,red
