top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,steph_team_score,opponent_team_score,opponent,team,season,color
74,184,22-Jan-23,1st Qtr,10:38,TRUE,2,6,FALSE,2,8,BRK,GSW,2023,green
64,208,22-Jan-23,1st Qtr,5:51,TRUE,2,3,FALSE,15,17,BRK,GSW,2023,green
223,33,22-Jan-23,1st Qtr,3:34,TRUE,3,27,FALSE,22,24,BRK,GSW,2023,green
307,137,22-Jan-23,1st Qtr,1:56,FALSE,3,28,FALSE,24,26,BRK,GSW,2023,red
323,150,22-Jan-23,2nd Qtr,5:09,TRUE,3,29,TRUE,59,50,BRK,GSW,2023,green
77,206,22-Jan-23,2nd Qtr,2:18,TRUE,2,4,TRUE,68,53,BRK,GSW,2023,green
85,476,22-Jan-23,3rd Qtr,10:41,TRUE,3,24,TRUE,75,63,BRK,GSW,2023,green
77,202,22-Jan-23,3rd Qtr,9:34,FALSE,2,5,TRUE,75,63,BRK,GSW,2023,red
167,393,22-Jan-23,3rd Qtr,7:33,FALSE,2,19,TRUE,75,72,BRK,GSW,2023,red
238,429,22-Jan-23,3rd Qtr,6:27,TRUE,3,27,TRUE,78,75,BRK,GSW,2023,green
249,57,22-Jan-23,3rd Qtr,3:35,FALSE,3,27,FALSE,80,81,BRK,GSW,2023,red
236,448,22-Jan-23,3rd Qtr,0:02,FALSE,3,28,TRUE,90,86,BRK,GSW,2023,red
65,24,22-Jan-23,4th Qtr,4:03,FALSE,2,22,TRUE,110,105,BRK,GSW,2023,red
221,351,22-Jan-23,4th Qtr,2:12,FALSE,2,20,TRUE,112,109,BRK,GSW,2023,red
161,280,22-Jan-23,4th Qtr,0:41,FALSE,2,12,TRUE,116,115,BRK,GSW,2023,red
316,407,22-Jan-23,4th Qtr,0:07,FALSE,3,31,FALSE,116,120,BRK,GSW,2023,red
261,82,25-Jan-23,1st Qtr,11:15,FALSE,3,26,FALSE,0,0,MEM,GSW,2023,red
61,279,25-Jan-23,1st Qtr,9:01,TRUE,2,4,FALSE,6,8,MEM,GSW,2023,green
216,340,25-Jan-23,2nd Qtr,10:27,FALSE,2,19,FALSE,27,28,MEM,GSW,2023,red
295,295,25-Jan-23,2nd Qtr,7:22,TRUE,3,25,TRUE,35,30,MEM,GSW,2023,green
249,232,25-Jan-23,2nd Qtr,5:26,FALSE,2,20,TRUE,35,34,MEM,GSW,2023,red
128,337,25-Jan-23,2nd Qtr,4:29,TRUE,2,12,TRUE,39,37,MEM,GSW,2023,green
225,433,25-Jan-23,2nd Qtr,1:58,FALSE,3,26,TRUE,48,44,MEM,GSW,2023,red
232,239,25-Jan-23,2nd Qtr,0:19,TRUE,2,18,TRUE,53,52,MEM,GSW,2023,green
356,237,25-Jan-23,3rd Qtr,6:47,FALSE,3,31,FALSE,68,73,MEM,GSW,2023,red
113,252,25-Jan-23,3rd Qtr,6:14,FALSE,2,6,FALSE,68,76,MEM,GSW,2023,red
299,112,25-Jan-23,3rd Qtr,4:51,TRUE,3,28,FALSE,74,80,MEM,GSW,2023,green
52,333,25-Jan-23,3rd Qtr,2:59,FALSE,2,9,FALSE,79,83,MEM,GSW,2023,red
230,52,25-Jan-23,3rd Qtr,2:27,TRUE,3,26,FALSE,84,85,MEM,GSW,2023,green
251,239,25-Jan-23,3rd Qtr,1:56,FALSE,2,20,FALSE,85,85,MEM,GSW,2023,red
110,247,25-Jan-23,3rd Qtr,0:58,TRUE,2,6,FALSE,87,92,MEM,GSW,2023,green
254,403,25-Jan-23,4th Qtr,4:25,TRUE,3,26,FALSE,107,111,MEM,GSW,2023,green
64,286,25-Jan-23,4th Qtr,3:53,TRUE,2,5,FALSE,109,113,MEM,GSW,2023,green
263,296,25-Jan-23,4th Qtr,2:18,TRUE,2,22,FALSE,113,113,MEM,GSW,2023,green
88,270,27-Jan-23,1st Qtr,9:58,TRUE,2,5,FALSE,4,4,TOR,GSW,2023,green
73,286,27-Jan-23,1st Qtr,8:53,TRUE,2,5,FALSE,8,10,TOR,GSW,2023,green
323,206,27-Jan-23,1st Qtr,8:09,FALSE,3,27,FALSE,8,13,TOR,GSW,2023,red
87,270,27-Jan-23,1st Qtr,7:25,TRUE,2,5,FALSE,10,16,TOR,GSW,2023,green
285,67,27-Jan-23,1st Qtr,6:29,TRUE,3,29,FALSE,15,19,TOR,GSW,2023,green
103,240,27-Jan-23,1st Qtr,2:25,TRUE,2,5,FALSE,26,29,TOR,GSW,2023,green
61,287,27-Jan-23,1st Qtr,1:18,TRUE,2,5,FALSE,31,31,TOR,GSW,2023,green
79,206,27-Jan-23,1st Qtr,0:03,FALSE,2,4,FALSE,34,36,TOR,GSW,2023,red
100,237,27-Jan-23,2nd Qtr,5:26,FALSE,2,5,FALSE,44,46,TOR,GSW,2023,red
67,291,27-Jan-23,2nd Qtr,1:39,TRUE,2,5,TRUE,62,58,TOR,GSW,2023,green
75,207,27-Jan-23,3rd Qtr,10:53,FALSE,2,4,TRUE,66,64,TOR,GSW,2023,red
85,273,27-Jan-23,3rd Qtr,8:17,TRUE,2,5,FALSE,68,70,TOR,GSW,2023,green
320,186,27-Jan-23,3rd Qtr,6:55,FALSE,3,28,FALSE,71,75,TOR,GSW,2023,red
118,14,27-Jan-23,3rd Qtr,6:27,TRUE,3,24,TRUE,76,75,TOR,GSW,2023,green
89,270,27-Jan-23,3rd Qtr,4:44,FALSE,2,5,FALSE,81,81,TOR,GSW,2023,red
271,389,27-Jan-23,3rd Qtr,4:23,FALSE,3,27,FALSE,81,83,TOR,GSW,2023,red
253,72,27-Jan-23,3rd Qtr,0:38,TRUE,3,26,TRUE,95,92,TOR,GSW,2023,green
126,303,27-Jan-23,4th Qtr,6:47,TRUE,2,10,TRUE,107,102,TOR,GSW,2023,green
333,248,27-Jan-23,4th Qtr,3:33,TRUE,3,28,TRUE,117,108,TOR,GSW,2023,green
73,219,27-Jan-23,4th Qtr,1:17,TRUE,2,3,TRUE,127,117,TOR,GSW,2023,green
233,450,27-Jan-23,4th Qtr,0:51,FALSE,3,28,TRUE,127,117,TOR,GSW,2023,red
261,386,30-Jan-23,1st Qtr,11:10,FALSE,3,26,TRUE,3,0,OKC,GSW,2023,red
75,219,30-Jan-23,1st Qtr,10:45,TRUE,2,3,TRUE,5,0,OKC,GSW,2023,green
316,243,30-Jan-23,1st Qtr,7:31,TRUE,3,27,TRUE,14,10,OKC,GSW,2023,green
68,258,30-Jan-23,1st Qtr,6:02,TRUE,2,3,TRUE,19,10,OKC,GSW,2023,green
115,248,30-Jan-23,1st Qtr,3:16,FALSE,2,7,TRUE,24,15,OKC,GSW,2023,red
39,10,30-Jan-23,1st Qtr,1:16,TRUE,3,23,TRUE,35,18,OKC,GSW,2023,green
283,354,30-Jan-23,1st Qtr,0:07,TRUE,3,26,TRUE,38,18,OKC,GSW,2023,green
243,49,30-Jan-23,2nd Qtr,1:47,TRUE,3,27,TRUE,60,42,OKC,GSW,2023,green
77,225,30-Jan-23,3rd Qtr,8:54,TRUE,2,3,TRUE,71,52,OKC,GSW,2023,green
67,268,30-Jan-23,3rd Qtr,7:30,TRUE,2,3,TRUE,74,57,OKC,GSW,2023,green
283,348,30-Jan-23,3rd Qtr,6:04,FALSE,3,26,TRUE,79,61,OKC,GSW,2023,red
238,68,30-Jan-23,3rd Qtr,5:12,FALSE,3,25,TRUE,79,63,OKC,GSW,2023,red
282,126,30-Jan-23,3rd Qtr,3:20,TRUE,3,26,TRUE,84,70,OKC,GSW,2023,green
299,369,30-Jan-23,3rd Qtr,1:51,FALSE,3,28,TRUE,86,74,OKC,GSW,2023,red
162,318,30-Jan-23,3rd Qtr,0:40,FALSE,2,14,TRUE,88,79,OKC,GSW,2023,red
185,443,30-Jan-23,3rd Qtr,0:31,TRUE,3,24,TRUE,91,79,OKC,GSW,2023,green
313,344,30-Jan-23,3rd Qtr,0:05,TRUE,3,28,TRUE,94,82,OKC,GSW,2023,green
328,233,30-Jan-23,4th Qtr,6:23,FALSE,3,28,TRUE,107,101,OKC,GSW,2023,red
221,442,30-Jan-23,4th Qtr,3:54,FALSE,3,26,TRUE,109,107,OKC,GSW,2023,red
199,457,30-Jan-23,4th Qtr,2:35,TRUE,3,26,TRUE,115,107,OKC,GSW,2023,green
279,91,1-Feb-23,1st Qtr,9:43,FALSE,3,27,FALSE,4,7,MIN,GSW,2023,red
223,54,1-Feb-23,1st Qtr,3:30,TRUE,3,25,TRUE,24,22,MIN,GSW,2023,green
113,282,1-Feb-23,1st Qtr,3:02,FALSE,2,8,FALSE,24,24,MIN,GSW,2023,red
100,11,1-Feb-23,1st Qtr,1:14,TRUE,3,23,TRUE,31,29,MIN,GSW,2023,green
136,7,1-Feb-23,1st Qtr,0:39,TRUE,3,25,TRUE,34,29,MIN,GSW,2023,green
248,73,1-Feb-23,2nd Qtr,2:34,TRUE,3,26,TRUE,64,58,MIN,GSW,2023,green
63,15,1-Feb-23,2nd Qtr,1:05,FALSE,3,23,TRUE,66,60,MIN,GSW,2023,red
258,395,1-Feb-23,2nd Qtr,0:14,TRUE,3,26,TRUE,71,60,MIN,GSW,2023,green
199,225,1-Feb-23,3rd Qtr,8:02,FALSE,2,15,TRUE,79,73,MIN,GSW,2023,red
223,277,1-Feb-23,3rd Qtr,7:32,FALSE,2,18,TRUE,79,74,MIN,GSW,2023,red
223,317,1-Feb-23,4th Qtr,10:46,TRUE,2,19,TRUE,98,85,MIN,GSW,2023,green
59,226,1-Feb-23,4th Qtr,8:23,FALSE,2,2,TRUE,98,95,MIN,GSW,2023,red
208,47,1-Feb-23,4th Qtr,6:07,FALSE,3,25,TRUE,102,101,MIN,GSW,2023,red
218,219,1-Feb-23,4th Qtr,5:40,FALSE,2,17,TRUE,102,101,MIN,GSW,2023,red
77,233,1-Feb-23,4th Qtr,5:22,TRUE,2,3,TRUE,104,103,MIN,GSW,2023,green
274,415,1-Feb-23,4th Qtr,3:03,FALSE,3,28,TRUE,106,105,MIN,GSW,2023,red
72,237,1-Feb-23,4th Qtr,1:39,TRUE,2,2,FALSE,110,110,MIN,GSW,2023,green
236,328,1-Feb-23,4th Qtr,0:06,FALSE,2,21,FALSE,110,110,MIN,GSW,2023,red
290,368,1-Feb-23,1st OT,3:50,FALSE,3,27,TRUE,112,110,MIN,GSW,2023,red
257,100,1-Feb-23,1st OT,0:32,FALSE,3,25,FALSE,114,117,MIN,GSW,2023,red
341,135,1-Feb-23,1st OT,0:03,FALSE,3,31,FALSE,114,119,MIN,GSW,2023,red
353,102,2-Feb-23,1st Qtr,10:35,TRUE,3,33,TRUE,6,4,DEN,GSW,2023,green
67,271,2-Feb-23,1st Qtr,9:19,TRUE,2,4,TRUE,13,6,DEN,GSW,2023,green
169,16,2-Feb-23,1st Qtr,6:19,FALSE,3,25,TRUE,18,14,DEN,GSW,2023,red
305,323,2-Feb-23,1st Qtr,4:53,TRUE,3,27,TRUE,24,20,DEN,GSW,2023,green
220,333,2-Feb-23,2nd Qtr,3:43,TRUE,2,19,TRUE,62,54,DEN,GSW,2023,green
64,213,2-Feb-23,2nd Qtr,2:07,TRUE,2,3,TRUE,67,60,DEN,GSW,2023,green
353,221,2-Feb-23,2nd Qtr,1:38,FALSE,3,30,TRUE,67,63,DEN,GSW,2023,red
340,318,2-Feb-23,2nd Qtr,0:20,FALSE,3,30,FALSE,69,70,DEN,GSW,2023,red
285,139,2-Feb-23,3rd Qtr,9:57,FALSE,3,26,FALSE,74,75,DEN,GSW,2023,red
177,467,2-Feb-23,3rd Qtr,8:46,TRUE,3,26,TRUE,78,75,DEN,GSW,2023,green
218,379,2-Feb-23,3rd Qtr,4:21,FALSE,2,22,FALSE,85,91,DEN,GSW,2023,red
118,243,2-Feb-23,3rd Qtr,3:25,FALSE,2,7,FALSE,85,97,DEN,GSW,2023,red
183,187,2-Feb-23,4th Qtr,11:07,TRUE,2,14,FALSE,93,105,DEN,GSW,2023,green
63,265,2-Feb-23,4th Qtr,9:50,TRUE,2,3,FALSE,97,111,DEN,GSW,2023,green
313,176,2-Feb-23,4th Qtr,9:25,FALSE,3,27,FALSE,97,113,DEN,GSW,2023,red
263,87,2-Feb-23,4th Qtr,6:53,TRUE,3,26,FALSE,105,118,DEN,GSW,2023,green
67,468,2-Feb-23,4th Qtr,4:51,TRUE,3,23,FALSE,109,122,DEN,GSW,2023,green
133,70,4-Feb-23,1st Qtr,10:58,TRUE,2,19,TRUE,4,0,DAL,GSW,2023,green
106,473,4-Feb-23,1st Qtr,5:57,TRUE,3,24,TRUE,22,10,DAL,GSW,2023,green
126,257,4-Feb-23,1st Qtr,4:09,TRUE,2,8,TRUE,24,17,DAL,GSW,2023,green
208,26,4-Feb-23,1st Qtr,3:18,FALSE,3,27,TRUE,24,21,DAL,GSW,2023,red
85,198,4-Feb-23,2nd Qtr,3:11,TRUE,2,5,TRUE,65,48,DAL,GSW,2023,green
300,294,4-Feb-23,2nd Qtr,2:57,FALSE,3,26,TRUE,65,48,DAL,GSW,2023,red
140,468,4-Feb-23,2nd Qtr,2:01,FALSE,3,25,TRUE,65,54,DAL,GSW,2023,red
70,212,4-Feb-23,3rd Qtr,10:31,TRUE,2,3,TRUE,77,59,DAL,GSW,2023,green
313,241,4-Feb-23,3rd Qtr,7:31,TRUE,3,26,TRUE,85,68,DAL,GSW,2023,green
118,299,4-Feb-23,3rd Qtr,4:06,TRUE,2,9,TRUE,94,75,DAL,GSW,2023,green
310,72,4-Feb-23,3rd Qtr,3:37,FALSE,3,31,TRUE,96,75,DAL,GSW,2023,red
296,313,5-Mar-23,1st Qtr,10:00,FALSE,3,26,TRUE,7,6,LAL,GSW,2023,red
303,212,5-Mar-23,1st Qtr,9:18,FALSE,3,25,FALSE,7,9,LAL,GSW,2023,red
198,197,5-Mar-23,1st Qtr,6:03,FALSE,2,15,FALSE,10,23,LAL,GSW,2023,red
258,87,5-Mar-23,2nd Qtr,7:26,TRUE,3,26,FALSE,35,39,LAL,GSW,2023,green
57,248,5-Mar-23,2nd Qtr,6:57,TRUE,2,1,FALSE,37,41,LAL,GSW,2023,green
76,11,5-Mar-23,2nd Qtr,5:35,TRUE,3,23,FALSE,40,41,LAL,GSW,2023,green
175,285,5-Mar-23,2nd Qtr,3:31,FALSE,2,13,FALSE,40,47,LAL,GSW,2023,red
281,335,5-Mar-23,3rd Qtr,11:24,FALSE,3,25,FALSE,54,55,LAL,GSW,2023,red
125,242,5-Mar-23,3rd Qtr,8:20,FALSE,2,8,FALSE,57,64,LAL,GSW,2023,red
179,453,5-Mar-23,3rd Qtr,7:49,FALSE,3,25,FALSE,57,67,LAL,GSW,2023,red
250,400,5-Mar-23,3rd Qtr,6:10,FALSE,3,26,FALSE,61,67,LAL,GSW,2023,red
74,258,5-Mar-23,4th Qtr,11:50,FALSE,2,3,FALSE,72,78,LAL,GSW,2023,red
298,192,5-Mar-23,4th Qtr,11:39,TRUE,3,25,FALSE,75,78,LAL,GSW,2023,green
178,365,5-Mar-23,4th Qtr,10:07,TRUE,2,18,FALSE,77,84,LAL,GSW,2023,green
66,221,5-Mar-23,4th Qtr,8:16,TRUE,2,2,FALSE,83,87,LAL,GSW,2023,green
333,304,5-Mar-23,4th Qtr,7:54,TRUE,3,29,FALSE,86,87,LAL,GSW,2023,green
291,182,5-Mar-23,4th Qtr,2:23,TRUE,3,25,FALSE,98,103,LAL,GSW,2023,green
273,127,5-Mar-23,4th Qtr,1:14,FALSE,3,25,FALSE,101,105,LAL,GSW,2023,red
148,468,5-Mar-23,4th Qtr,0:26,FALSE,3,25,FALSE,101,109,LAL,GSW,2023,red
279,122,5-Mar-23,4th Qtr,0:06,FALSE,3,26,FALSE,105,113,LAL,GSW,2023,red
199,447,7-Mar-23,1st Qtr,5:15,TRUE,3,25,FALSE,20,22,OKC,GSW,2023,green
176,22,7-Mar-23,2nd Qtr,11:19,TRUE,3,25,FALSE,36,40,OKC,GSW,2023,green
318,208,7-Mar-23,2nd Qtr,10:33,TRUE,3,27,FALSE,39,42,OKC,GSW,2023,green
264,72,7-Mar-23,2nd Qtr,9:58,FALSE,3,27,FALSE,39,42,OKC,GSW,2023,red
313,317,7-Mar-23,2nd Qtr,2:14,TRUE,3,27,TRUE,60,57,OKC,GSW,2023,green
66,266,7-Mar-23,2nd Qtr,1:19,TRUE,2,3,TRUE,64,62,OKC,GSW,2023,green
215,139,7-Mar-23,3rd Qtr,10:22,FALSE,2,19,FALSE,70,74,OKC,GSW,2023,red
65,12,7-Mar-23,3rd Qtr,8:56,TRUE,3,23,TRUE,78,76,OKC,GSW,2023,green
46,256,7-Mar-23,3rd Qtr,8:29,TRUE,2,2,TRUE,80,76,OKC,GSW,2023,green
73,254,7-Mar-23,3rd Qtr,6:52,TRUE,2,3,TRUE,82,80,OKC,GSW,2023,green
82,300,7-Mar-23,3rd Qtr,6:26,FALSE,2,7,TRUE,82,81,OKC,GSW,2023,red
259,92,7-Mar-23,3rd Qtr,4:41,TRUE,3,26,FALSE,87,90,OKC,GSW,2023,green
103,71,7-Mar-23,3rd Qtr,3:34,FALSE,2,18,FALSE,87,92,OKC,GSW,2023,red
282,388,7-Mar-23,3rd Qtr,0:20,TRUE,3,27,FALSE,99,105,OKC,GSW,2023,green
75,303,7-Mar-23,4th Qtr,11:35,TRUE,2,7,FALSE,101,105,OKC,GSW,2023,green
325,241,7-Mar-23,4th Qtr,11:15,TRUE,3,28,FALSE,104,107,OKC,GSW,2023,green
258,420,7-Mar-23,4th Qtr,9:17,FALSE,3,28,FALSE,106,114,OKC,GSW,2023,red
279,123,7-Mar-23,4th Qtr,8:13,FALSE,3,26,FALSE,108,119,OKC,GSW,2023,red
323,233,7-Mar-23,4th Qtr,3:14,TRUE,3,27,FALSE,118,130,OKC,GSW,2023,green
316,223,7-Mar-23,4th Qtr,2:29,FALSE,3,27,FALSE,118,132,OKC,GSW,2023,red
304,261,7-Mar-23,4th Qtr,2:24,TRUE,3,26,FALSE,121,132,OKC,GSW,2023,green
284,121,7-Mar-23,4th Qtr,2:03,FALSE,3,26,FALSE,121,132,OKC,GSW,2023,red
213,33,7-Mar-23,4th Qtr,0:47,FALSE,3,26,FALSE,128,135,OKC,GSW,2023,red
66,258,9-Mar-23,1st Qtr,8:51,FALSE,2,2,FALSE,6,16,MEM,GSW,2023,red
50,240,9-Mar-23,1st Qtr,8:48,FALSE,2,0,FALSE,6,16,MEM,GSW,2023,red
123,12,9-Mar-23,1st Qtr,5:12,TRUE,3,24,FALSE,17,26,MEM,GSW,2023,green
328,253,9-Mar-23,1st Qtr,4:09,FALSE,3,28,FALSE,21,28,MEM,GSW,2023,red
102,9,9-Mar-23,2nd Qtr,11:10,FALSE,3,24,FALSE,30,50,MEM,GSW,2023,red
231,245,9-Mar-23,2nd Qtr,10:33,TRUE,2,18,FALSE,35,50,MEM,GSW,2023,green
194,23,9-Mar-23,2nd Qtr,9:52,TRUE,3,26,FALSE,38,53,MEM,GSW,2023,green
75,265,9-Mar-23,2nd Qtr,8:34,FALSE,2,4,FALSE,41,53,MEM,GSW,2023,red
58,259,9-Mar-23,2nd Qtr,8:05,TRUE,2,2,FALSE,43,55,MEM,GSW,2023,green
364,234,9-Mar-23,2nd Qtr,7:02,TRUE,3,31,FALSE,49,55,MEM,GSW,2023,green
46,81,9-Mar-23,2nd Qtr,6:22,FALSE,2,16,FALSE,49,57,MEM,GSW,2023,red
63,259,9-Mar-23,2nd Qtr,4:48,TRUE,2,2,FALSE,53,57,MEM,GSW,2023,green
312,307,9-Mar-23,2nd Qtr,1:23,FALSE,3,27,FALSE,57,70,MEM,GSW,2023,red
73,249,9-Mar-23,3rd Qtr,10:58,TRUE,2,2,FALSE,63,77,MEM,GSW,2023,green
313,217,9-Mar-23,3rd Qtr,8:55,TRUE,3,26,FALSE,69,79,MEM,GSW,2023,green
151,237,9-Mar-23,3rd Qtr,6:56,TRUE,2,10,FALSE,76,84,MEM,GSW,2023,green
68,247,9-Mar-23,4th Qtr,7:58,TRUE,2,2,FALSE,100,113,MEM,GSW,2023,green
65,273,9-Mar-23,4th Qtr,7:09,FALSE,2,4,FALSE,100,113,MEM,GSW,2023,red
313,219,9-Mar-23,4th Qtr,4:15,FALSE,3,26,FALSE,102,120,MEM,GSW,2023,red
67,270,11-Mar-23,1st Qtr,8:37,FALSE,2,3,FALSE,4,4,MIL,GSW,2023,red
294,432,11-Mar-23,1st Qtr,7:54,FALSE,3,31,FALSE,4,4,MIL,GSW,2023,red
208,455,11-Mar-23,1st Qtr,4:25,FALSE,3,27,FALSE,10,14,MIL,GSW,2023,red
85,197,11-Mar-23,1st Qtr,4:05,TRUE,2,6,FALSE,12,14,MIL,GSW,2023,green
230,53,11-Mar-23,2nd Qtr,6:45,FALSE,3,26,TRUE,37,35,MIL,GSW,2023,red
177,314,11-Mar-23,2nd Qtr,4:51,TRUE,2,15,TRUE,44,38,MIL,GSW,2023,green
238,59,11-Mar-23,2nd Qtr,4:31,TRUE,3,26,TRUE,47,41,MIL,GSW,2023,green
273,107,11-Mar-23,2nd Qtr,3:57,FALSE,3,26,TRUE,47,41,MIL,GSW,2023,red
98,248,11-Mar-23,2nd Qtr,2:23,FALSE,2,5,TRUE,47,41,MIL,GSW,2023,red
123,220,11-Mar-23,2nd Qtr,1:54,FALSE,2,8,TRUE,47,44,MIL,GSW,2023,red
335,212,11-Mar-23,3rd Qtr,10:38,FALSE,3,29,TRUE,52,51,MIL,GSW,2023,red
188,25,11-Mar-23,3rd Qtr,8:54,TRUE,3,26,TRUE,63,53,MIL,GSW,2023,green
309,281,11-Mar-23,3rd Qtr,7:28,FALSE,3,26,TRUE,66,53,MIL,GSW,2023,red
100,266,11-Mar-23,3rd Qtr,5:55,FALSE,2,6,TRUE,66,56,MIL,GSW,2023,red
82,283,11-Mar-23,3rd Qtr,5:13,TRUE,2,5,TRUE,68,58,MIL,GSW,2023,green
98,319,11-Mar-23,3rd Qtr,3:27,FALSE,2,9,TRUE,70,63,MIL,GSW,2023,red
314,198,11-Mar-23,4th Qtr,8:43,FALSE,3,27,FALSE,83,84,MIL,GSW,2023,red
92,129,11-Mar-23,4th Qtr,6:03,TRUE,2,12,FALSE,92,92,MIL,GSW,2023,green
279,405,11-Mar-23,4th Qtr,2:55,FALSE,3,28,FALSE,97,105,MIL,GSW,2023,red
105,473,11-Mar-23,4th Qtr,1:51,TRUE,3,24,FALSE,103,108,MIL,GSW,2023,green
194,456,11-Mar-23,4th Qtr,1:08,TRUE,3,26,FALSE,106,108,MIL,GSW,2023,green
74,200,11-Mar-23,4th Qtr,0:45,TRUE,2,5,FALSE,108,108,MIL,GSW,2023,green
288,129,11-Mar-23,4th Qtr,0:19,TRUE,3,26,FALSE,111,111,MIL,GSW,2023,green
172,148,11-Mar-23,1st OT,3:55,TRUE,2,15,FALSE,113,113,MIL,GSW,2023,green
279,57,11-Mar-23,1st OT,2:04,TRUE,3,29,TRUE,120,113,MIL,GSW,2023,green
373,236,11-Mar-23,1st OT,1:10,FALSE,3,32,TRUE,121,116,MIL,GSW,2023,red
69,275,11-Mar-23,1st OT,1:00,TRUE,2,4,TRUE,123,116,MIL,GSW,2023,green
246,67,13-Mar-23,1st Qtr,10:13,TRUE,3,26,TRUE,8,0,PHO,GSW,2023,green
102,445,13-Mar-23,1st Qtr,9:20,FALSE,2,21,TRUE,10,2,PHO,GSW,2023,red
62,219,13-Mar-23,1st Qtr,7:46,TRUE,2,2,TRUE,15,7,PHO,GSW,2023,green
313,377,13-Mar-23,1st Qtr,2:54,TRUE,3,30,TRUE,32,14,PHO,GSW,2023,green
304,316,13-Mar-23,1st Qtr,2:25,TRUE,3,27,TRUE,35,14,PHO,GSW,2023,green
67,282,13-Mar-23,2nd Qtr,5:42,TRUE,2,4,TRUE,61,39,PHO,GSW,2023,green
246,307,13-Mar-23,2nd Qtr,5:23,FALSE,2,21,TRUE,62,40,PHO,GSW,2023,red
325,255,13-Mar-23,3rd Qtr,11:23,FALSE,3,28,TRUE,75,58,PHO,GSW,2023,red
253,228,13-Mar-23,3rd Qtr,5:42,TRUE,2,20,TRUE,85,76,PHO,GSW,2023,green
325,236,13-Mar-23,3rd Qtr,2:51,FALSE,3,28,TRUE,88,84,PHO,GSW,2023,red
142,261,13-Mar-23,3rd Qtr,0:45,FALSE,2,9,TRUE,98,86,PHO,GSW,2023,red
75,212,13-Mar-23,4th Qtr,3:48,FALSE,2,4,TRUE,118,104,PHO,GSW,2023,red
43,472,13-Mar-23,4th Qtr,2:53,TRUE,3,23,TRUE,123,106,PHO,GSW,2023,green
60,206,15-Mar-23,1st Qtr,11:13,TRUE,2,4,TRUE,4,0,LAC,GSW,2023,green
263,385,15-Mar-23,1st Qtr,10:53,FALSE,3,26,TRUE,4,0,LAC,GSW,2023,red
63,231,15-Mar-23,1st Qtr,10:27,TRUE,2,2,TRUE,6,0,LAC,GSW,2023,green
174,286,15-Mar-23,1st Qtr,7:37,FALSE,2,13,TRUE,8,3,LAC,GSW,2023,red
263,107,15-Mar-23,1st Qtr,6:43,FALSE,3,25,FALSE,8,8,LAC,GSW,2023,red
140,135,15-Mar-23,1st Qtr,4:45,TRUE,2,14,TRUE,13,11,LAC,GSW,2023,green
197,26,15-Mar-23,1st Qtr,1:39,TRUE,3,26,FALSE,20,20,LAC,GSW,2023,green
362,370,15-Mar-23,1st Qtr,0:27,TRUE,3,34,FALSE,23,25,LAC,GSW,2023,green
258,416,15-Mar-23,2nd Qtr,5:34,FALSE,3,27,FALSE,42,43,LAC,GSW,2023,red
74,218,15-Mar-23,2nd Qtr,3:26,TRUE,2,3,FALSE,46,48,LAC,GSW,2023,green
246,88,15-Mar-23,2nd Qtr,0:59,TRUE,3,25,FALSE,54,56,LAC,GSW,2023,green
322,344,15-Mar-23,2nd Qtr,0:31,TRUE,3,29,FALSE,57,59,LAC,GSW,2023,green
267,376,15-Mar-23,3rd Qtr,11:26,TRUE,3,26,FALSE,61,61,LAC,GSW,2023,green
71,263,15-Mar-23,3rd Qtr,10:22,TRUE,2,3,TRUE,65,64,LAC,GSW,2023,green
96,236,15-Mar-23,3rd Qtr,8:34,FALSE,2,5,TRUE,70,69,LAC,GSW,2023,red
80,348,15-Mar-23,3rd Qtr,4:51,TRUE,2,11,FALSE,74,82,LAC,GSW,2023,green
60,232,15-Mar-23,3rd Qtr,4:28,TRUE,2,1,FALSE,76,82,LAC,GSW,2023,green
313,215,15-Mar-23,3rd Qtr,4:03,TRUE,3,26,FALSE,79,83,LAC,GSW,2023,green
253,75,15-Mar-23,3rd Qtr,3:35,TRUE,3,26,FALSE,82,85,LAC,GSW,2023,green
63,240,15-Mar-23,3rd Qtr,3:07,TRUE,2,1,FALSE,84,86,LAC,GSW,2023,green
323,220,15-Mar-23,3rd Qtr,2:36,FALSE,3,27,FALSE,84,88,LAC,GSW,2023,red
69,227,15-Mar-23,3rd Qtr,1:36,TRUE,2,2,FALSE,88,91,LAC,GSW,2023,green
72,248,15-Mar-23,3rd Qtr,0:01,TRUE,2,2,FALSE,93,99,LAC,GSW,2023,green
279,118,15-Mar-23,4th Qtr,8:27,FALSE,3,26,FALSE,99,111,LAC,GSW,2023,red
217,32,15-Mar-23,4th Qtr,6:32,TRUE,3,27,FALSE,109,118,LAC,GSW,2023,green
243,358,15-Mar-23,4th Qtr,6:10,TRUE,2,23,FALSE,111,118,LAC,GSW,2023,green
168,272,15-Mar-23,4th Qtr,3:41,TRUE,2,12,FALSE,119,125,LAC,GSW,2023,green
277,355,15-Mar-23,4th Qtr,2:18,FALSE,3,25,FALSE,119,129,LAC,GSW,2023,red
304,278,17-Mar-23,1st Qtr,9:21,FALSE,3,26,TRUE,9,4,ATL,GSW,2023,red
68,240,17-Mar-23,1st Qtr,8:46,TRUE,2,2,TRUE,14,4,ATL,GSW,2023,green
